# col1        col2        col3                  
  3797.7922   2455.8496   0.020178975674127984  
  3798.668    1997.29     0.02237584454848788   
  3799.5417   1934.7612   0.022734547537248836  
  3800.418    1924.981    0.02279222777332922   
  3801.2922   2519.8782   0.019920958251214968  
  3802.1667   2788.2437   0.018938022805639255  
  3803.0435   3152.8079   0.017809480238534285  
  3803.9185   3513.9402   0.01686952354639035   
  3804.7957   3629.085    0.016599745506272565  
  3805.6709   3421.2148   0.017096603074308884  
  3806.5483   2995.2747   0.018271814221672164  
  3807.4241   2980.7119   0.01831639494106619   
  3808.3      2492.5823   0.02002973699040841   
  3809.1782   2441.9131   0.020236476529545893  
  3810.0544   2982.7991   0.018309985412902668  
  3810.9331   3260.447    0.01751303548012759   
  3811.8098   3398.8645   0.01715272300593091   
  3812.6887   2919.2334   0.018508259940458956  
  3813.5659   2638.8208   0.019466821679802588  
  3814.4431   2499.2898   0.02000284140540417   
  3815.3228   2150.6641   0.021563224633284105  
  3816.2004   1603.3586   0.024973802174675368  
  3817.0806   1391.7806   0.026804925882615238  
  3817.9585   1847.1339   0.023267558288626432  
  3818.8391   2011.199    0.022298337155592006  
  3819.7175   1760.662    0.023832083095989873  
  3820.5984   1376.991    0.026948490848922237  
  3821.4773   1158.0896   0.029385218153746114  
  3822.3564   1298.0487   0.02775584839810048   
  3823.2378   1324.4695   0.02747761404770274   
  3824.1174   1646.923    0.024641285049161448  
  3824.9993   1605.564    0.02495664429438775   
  3825.8792   1246.7399   0.028321227372669396  
  3826.7615   1223.427    0.028589790280095284  
  3827.6418   1136.7799   0.029659362155634843  
  3828.5222   1401.7352   0.02670957701047808   
  3829.405    1355.1578   0.027164709524300792  
  3830.2861   1408.7896   0.026642620061403752  
  3831.1694   1640.4851   0.02468958868638259   
  3832.0508   1604.8944   0.02496185000335213   
  3832.9343   1452.8898   0.026235156703121883  
  3833.8162   1227.1119   0.02854683179906148   
  3834.698    1298.9482   0.02774623650236328   
  3835.5823   1410.2922   0.02662842304962073   
  3836.4646   1629.803    0.024770367135742554  
  3837.3494   2009.1979   0.022309438624907512  
  3838.2322   1598.3165   0.02501316273190774   
  3839.1172   1267.7554   0.028085506823878666  
  3840.0005   1270.4838   0.028055333404303984  
  3840.8838   1311.7953   0.02761003548011763   
  3841.7695   1359.4897   0.027121395957798437  
  3842.6533   1658.5936   0.024554438502915624  
  3843.5393   2108.7231   0.02177660743626763   
  3844.4236   2324.1333   0.02074290046397757   
  3845.3101   2181.2583   0.021411468365920606  
  3846.1948   2056.6443   0.022050599781486057  
  3847.0796   2057.9832   0.022043425682219942  
  3847.9668   1993.2834   0.022398321546290297  
  3848.8518   1915.6472   0.02284768672962665   
  3849.7395   1762.2782   0.023821152288381987  
  3850.625    1647.0538   0.024640306591725263  
  3851.5129   1691.9944   0.024310872147106734  
  3852.3992   1894.8785   0.022972555844061163  
  3853.2854   1988.5516   0.02242495434897544   
  3854.1738   1637.2372   0.02471406577046905   
  3855.0605   1863.2583   0.023166662286140824  
  3855.9495   1972.7413   0.022514636083463515  
  3856.8364   1854.1158   0.023223708549888283  
  3857.7258   1595.1116   0.025038278359835305  
  3858.6133   1331.3856   0.027406152644868658  
  3859.501    1411.7926   0.026614269445614028  
  3860.3911   1105.5194   0.030075774222851664  
  3861.2791   1083.7546   0.030376275503947888  
  3862.1694   1344.7521   0.0272696073348513    
  3863.0581   1831.0538   0.02336950145040855   
  3863.9487   2336.5332   0.020687786320733922  
  3864.8376   2023.7246   0.022229223609204662  
  3865.7268   1999.4248   0.022363895934491774  
  3866.6182   1696.2897   0.024280072963179862  
  3867.5078   1695.7178   0.024284166982580225  
  3868.3997   1959.9127   0.02258820062668058   
  3869.2896   1796.3025   0.02359447198619209   
  3870.1816   1585.2224   0.025116255927505035  
  3871.072    1389.5842   0.026826101675034113  
  3871.9626   1313.0405   0.027596940617097263  
  3872.8555   1330.1803   0.02741856643430254   
  3873.7463   1479.1571   0.026001167483830977  
  3874.6396   1862.7284   0.023169957222056937  
  3875.531    2388.6516   0.02046084639966567   
  3876.4248   2625.3389   0.01951674164748949   
  3877.3164   2409.106    0.02037380031867718   
  3878.2085   1914.613    0.022853856615550984  
  3879.1028   1565.2992   0.025275590953359024  
  3879.9951   1660.3069   0.024541766153587583  
  3880.8899   1861.7539   0.02317602036752201   
  3881.7827   1930.1842   0.022761486523360172  
  3882.6777   1635.1396   0.024729912616058034  
  3883.571    1639.6193   0.02469610648740536   
  3884.4644   2416.2515   0.02034365263329138   
  3885.3601   3219.1309   0.017625063144256423  
  3886.2539   2371.1643   0.02053615701378572   
  3887.1501   2000.5375   0.022357675664155665  
  3888.0444   1973.5923   0.02250978147869938   
  3888.9409   2174.7388   0.021443538333625587  
  3889.8357   2493.2678   0.020026983309356584  
  3890.7327   2831.9136   0.018791437351301402  
  3891.6277   3405.3362   0.017136416235863206  
  3892.5229   3847.8174   0.016121029507416514  
  3893.4207   4042.6968   0.0157276709590748    
  3894.3162   4192.791    0.015443594601954531  
  3895.2144   3951.4778   0.015908170127137276  
  3896.1104   3137.0703   0.017854096363337756  
  3897.0088   3102.5166   0.01795324440122652   
  3897.9053   3502.5435   0.016896946583370192  
  3898.802    3709.5801   0.016418656745522803  
  3899.7009   3373.7415   0.017216469530865607  
  3900.5981   3065.8232   0.01806036182603736   
  3901.4976   3408.0674   0.017129548361027012  
  3902.3953   3523.2808   0.016847147236635003  
  3903.2949   3475.0193   0.016963731485748614  
  3904.1929   3534.908    0.01681941716633738   
  3905.0911   3199.7671   0.017678312866223757  
  3905.9917   2778.239    0.01897209096339393   
  3906.8901   2865.9468   0.01867952970519633   
  3907.791    2625.4568   0.019516303428572017  
  3908.6902   3272.9395   0.01747958072756239   
  3909.5916   3709.2954   0.01641928682500978   
  3910.491    3981.2024   0.015848671778997955  
  3911.3904   4031.4883   0.015749519123976263  
  3912.2925   3795.0369   0.01623274620068679   
  3913.1924   4306.2393   0.015238805287591842  
  3914.0947   4145.3965   0.015531627343737234  
  3914.9951   4057.9048   0.0156981716293455    
  3915.8979   4188.9644   0.015450646818628627  
  3916.7988   4050.0447   0.015713397311932935  
  3917.7      3526.7017   0.016838974389379452  
  3918.6033   3590.6226   0.01668841611060389   
  3919.5049   3539.6382   0.016808175084503024  
  3920.4087   2976.0925   0.018330604504056706  
  3921.3105   2445.1602   0.020223035346301165  
  3922.2148   2256.5569   0.021051199912781933  
  3923.1169   2305.043    0.02082861940277768   
  3924.0195   2616.4839   0.019549739132076673  
  3924.9246   2657.8379   0.01939705311276368   
  3925.8274   2858.1162   0.01870510107178745   
  3926.7327   2728.4863   0.01914428324917954   
  3927.636    2323.0132   0.02074790072027264   
  3928.5417   2110.5854   0.021766997892410742  
  3929.4456   1610.9399   0.024914967835223612  
  3930.3494   1466.2797   0.026115093735661336  
  3931.2559   1224.8369   0.028573330802198336  
  3932.1602   889.82007   0.03352346502396726   
  3933.0669   663.5802    0.038819799725472635  
  3933.9717   572.81299   0.04178241813438429   
  3934.8789   448.41791   0.04722353837989015   
  3935.7839   619.44733   0.04017887822850134   
  3936.6895   820.03937   0.03492067648937423   
  3937.5972   1155.7947   0.02941437674726824   
  3938.5032   1554.6514   0.025361999453727118  
  3939.4114   1797.6025   0.023585938853555307  
  3940.3176   2073.791    0.02195925021523834   
  3941.2263   2284.6833   0.020921219518940052  
  3942.1328   2428.6445   0.020291680979696008  
  3943.0398   2430.1106   0.020285559011035292  
  3943.949    2244.8052   0.021106230179663503  
  3944.8562   2034.5459   0.022170028629190625  
  3945.7659   2218.5439   0.021230781785426155  
  3946.6736   2862.178    0.01869182388327071   
  3947.5837   3549.4246   0.016784987514272345  
  3948.4919   3514.8723   0.016867286605165892  
  3949.4004   3114.0676   0.017919916513591455  
  3950.311    3363.8464   0.01724177294389946   
  3951.2197   3980.1687   0.01585072969534368   
  3952.1309   4091.6829   0.015633240729525107  
  3953.04     3714.968    0.016406746255501613  
  3953.9517   3431.4807   0.017071010116249376  
  3954.8613   3719.6519   0.01639641306192617   
  3955.771    4339.7183   0.0151799111735454    
  3956.6833   4193.0298   0.015443154826532371  
  3957.5935   3590.8584   0.01668786816458592   
  3958.5061   3490.8489   0.016925225924246657  
  3959.4167   3882.6211   0.016048612642055222  
  3960.3298   4002.6494   0.015806154564102056  
  3961.241    3352.5498   0.017270797063566438  
  3962.1543   2702.8123   0.01923499406650278   
  3963.0657   2045.5033   0.022110568428431794  
  3963.9775   1967.4897   0.022544663958122026  
  3964.8916   2147.7986   0.021577604199582864  
  3965.8037   2044.7223   0.0221147906901313    
  3966.7183   1542.4147   0.025462405030728982  
  3967.6309   1092.1156   0.030259775013742128  
  3968.5457   798.52551   0.03538796610142386   
  3969.4587   567.84033   0.04196496669757655   
  3970.3718   651.3493    0.039182579607560546  
  3971.2874   1006.7374   0.031516784239157866  
  3972.2009   1359.7534   0.027118765973974075  
  3973.1169   1795.2728   0.023601237460803774  
  3974.031    1935.0829   0.02273265769368278   
  3974.9473   2049.3145   0.0220899988638291    
  3975.8618   2649.1377   0.01942887854621611   
  3976.7764   3306.5754   0.017390448587865138  
  3977.6934   3362.106    0.01724623498335735   
  3978.6084   3652.5505   0.016546337763171215  
  3979.5259   4086.1472   0.015643826696699042  
  3980.4414   4285.8457   0.015275018126828462  
  3981.3594   4464.6279   0.014966055986983853  
  3982.2751   4569.9185   0.014792642872539803  
  3983.1914   4351.7427   0.015158924686206178  
  3984.1099   4194.1919   0.015441015232785958  
  3985.0264   4287.3994   0.01527225013812994   
  3985.9453   4519.9561   0.014874175164784084  
  3986.8623   4726.2373   0.014545954954146796  
  3987.7817   4857.0527   0.014348734249121234  
  3988.699    4971.7925   0.014182196635854755  
  3989.6167   5061.4766   0.0140559881810314    
  3990.5366   4775.7334   0.014470380883872433  
  3991.4546   4580.6528   0.014775300169566291  
  3992.375    4752.8101   0.014505234988090029  
  3993.2935   5120.415    0.013974858506955266  
  3994.2144   5251.7861   0.013798964116948344  
  3995.1333   4946.876    0.01421786832581017   
  3996.0522   4663.3296   0.014643737794418061  
  3996.9739   4713.3208   0.014565872363922863  
  3997.8933   4648.4189   0.014667205296751635  
  3998.8152   4537.0459   0.01484613527843349   
  3999.7351   4854.8003   0.014352062433522154  
  4000.6575   5255.7065   0.013793816611951091  
  4001.5779   5492.7646   0.013492875292770415  
  4002.4983   5448.6816   0.013547347936344415  
  4003.4214   5636.8555   0.013319304542257262  
  4004.3423   5791.3452   0.013140451082017621  
  4005.2656   5175.3843   0.013900444817160287  
  4006.187    4332.5015   0.015192548768758337  
  4007.1108   4180.4033   0.015466459513072319  
  4008.0327   4495.8525   0.014913994300058223  
  4008.9548   5029.4839   0.014100622597413596  
  4009.8792   5474.2783   0.013515638395176513  
  4010.8018   5533.8804   0.013442656944130422  
  4011.7266   5376.7466   0.013637671196684617  
  4012.6494   5598.3657   0.013365012455773859  
  4013.5747   5666.5557   0.01328435335318618   
  4014.498    5558.4927   0.013412862737127171  
  4015.4216   5623.5005   0.013335110873916027  
  4016.3477   5875.8354   0.013045633977219624  
  4017.2715   5612.9751   0.013347607957538718  
  4018.198    5591.2734   0.013373486253353302  
  4019.1223   5473.0029   0.013517213110317979  
  4020.0491   5640.7036   0.013314760538190846  
  4020.9739   5792.1475   0.01313954097492822   
  4021.8989   5420.0518   0.013583080715179684  
  4022.8264   5544.7593   0.013429463123165501  
  4023.7517   5510.5195   0.013471120725671004  
  4024.6797   5428.7925   0.013572141499777153  
  4025.6055   5299.4956   0.013736710070474605  
  4026.5339   5302.7744   0.013732462587366556  
  4027.4602   5647.8506   0.013306333374982316  
  4028.3867   5988.8081   0.012922001925496793  
  4029.3157   6154.9175   0.012746439294560685  
  4030.2424   6001.7227   0.012908091556240035  
  4031.1719   5004.4766   0.014135809003243203  
  4032.0994   3945.7839   0.01591964400386294   
  4033.0291   3990.3135   0.015830567768585962  
  4033.9568   4051.168    0.015711218670746104  
  4034.887    3766.6631   0.01629377111211644   
  4035.8152   3825.1206   0.016168786774930034  
  4036.7437   4465.5972   0.014964431637014254  
  4037.6746   5324.0615   0.013704981961089503  
  4038.6035   5839.5981   0.013086048353567019  
  4039.5347   5914.4771   0.013002947908057907  
  4040.4641   5752.1772   0.013185113475552363  
  4041.3958   5494.9985   0.01349013236225422   
  4042.3254   5306.9067   0.013727115055431942  
  4043.2554   5307.2412   0.013726682458517086  
  4044.1877   5256.0352   0.013793385288887518  
  4045.1182   4417.1299   0.015046306846911545  
  4046.051    3251.5981   0.017536849279299552  
  4046.9817   2679.5444   0.019318327359775365  
  4047.915    3256.3213   0.017524126317353776  
  4048.8462   4409.4692   0.015059371369834465  
  4049.7776   5109.8271   0.013989329430607733  
  4050.7114   5461.2002   0.01353181187061254   
  4051.6433   5698.625    0.013246921431664846  
  4052.5776   5592.7974   0.013371664036293005  
  4053.51     5286.4351   0.01375366834434256   
  4054.4446   5067.3818   0.014047795822482891  
  4055.3774   5000.9761   0.014140755411953138  
  4056.3103   4756.2373   0.014500008030650421  
  4057.2456   4446.4009   0.014996699570852909  
  4058.179    4503.3901   0.014901507839900683  
  4059.1147   4195.2881   0.01543899778531514   
  4060.0486   4082.6672   0.015650492549942042  
  4060.9849   5019.4248   0.014114744592133067  
  4061.9192   5078.3481   0.014032620060971454  
  4062.8535   4853.856    0.014353458436356324  
  4063.7905   3847.9595   0.01612073184063462   
  4064.7253   3118.4314   0.017907373940440254  
  4065.6626   3476.5337   0.016960036329098847  
  4066.5979   4389.6416   0.015093343935386971  
  4067.5356   4558.9277   0.014810463412580443  
  4068.4714   4418.2544   0.015044391990136198  
  4069.4072   4902.1748   0.014282545078242625  
  4070.3457   5362.7803   0.013655417957587972  
  4071.2822   5019.457    0.014114699318759395  
  4072.2209   4112.8149   0.015593026532977977  
  4073.1577   3911.4275   0.015989407009118044  
  4074.0969   4332.8262   0.015191979496788894  
  4075.0342   5076.8936   0.014034630048360202  
  4075.9717   5310.1582   0.013722911739117313  
  4076.9116   4642.2163   0.01467700066532781   
  4077.8496   3607.6887   0.016648897208280083  
  4078.7898   3309.3552   0.017383143218400614  
  4079.7283   3976.259    0.015858520482087236  
  4080.6689   4932.6494   0.014238356938766131  
  4081.6077   5571.1206   0.013397652836771579  
  4082.5466   5761.0322   0.013174976483207555  
  4083.488    5624.2964   0.013334167307868376  
  4084.4275   5169.9087   0.013907804050879715  
  4085.3694   4925.5532   0.014248609783409425  
  4086.3091   4961.0225   0.014197582521495479  
  4087.2515   5049.5244   0.014072613577042157  
  4088.1917   5397.2642   0.01361172483718381   
  4089.1323   6129.1694   0.012773184568925086  
  4090.0752   6259.1782   0.012639833172096862  
  4091.0161   6014.1328   0.012894766823008774  
  4091.9595   5614.793    0.013345447006915865  
  4092.9009   5460.3369   0.013532881543756859  
  4093.8447   5530.9146   0.013446260587625311  
  4094.7864   5472.7559   0.013517518140729387  
  4095.7285   5254.0679   0.01379596740123724   
  4096.6729   4903.0537   0.014281264907533349  
  4097.6152   4561.1641   0.014806832082869393  
  4098.5601   4621.1851   0.014710360564205249  
  4099.5029   4897.9014   0.014288774452392098  
  4100.4482   4806.8135   0.014423523414448946  
  4101.3916   4363.355    0.015138739845020042  
  4102.3354   3777.2908   0.01627083307324435   
  4103.2812   4009.9641   0.015791731735204324  
  4104.2251   4414.5654   0.015050676546777667  
  4105.1714   4566.1392   0.01479876339028092   
  4106.1162   4808.6895   0.014420709636442824  
  4107.063    5194.752    0.013874507963174234  
  4108.0078   5302.0884   0.013733350932102808  
  4108.9551   5405.52     0.013601326335440402  
  4109.9004   5136.7046   0.013952682263880658  
  4110.8457   4733.8257   0.014534291576309385  
  4111.7935   4666.4272   0.01463887669079695   
  4112.7397   4303.5898   0.015243495442109274  
  4113.688    4896.3472   0.01429104204600216   
  4114.6343   4959.9971   0.014199050007109186  
  4115.583    5103.5508   0.013997928762136362  
  4116.5298   5499.5557   0.013484541913171347  
  4117.4771   5362.0879   0.013656299583025793  
  4118.4263   4952.3608   0.014209992913369737  
  4119.374    4751.2007   0.014507691498567813  
  4120.3237   4495.8604   0.014913981196825887  
  4121.2715   4639.9092   0.014680649131128636  
  4122.2222   5023.0142   0.014109700557180275  
  4123.1704   4907.0894   0.01427539108386505   
  4124.1187   4527.0918   0.014862448043541102  
  4125.0698   4939.5952   0.014228342801377159  
  4126.019    5131.8564   0.013959271441346472  
  4126.9702   5105.6021   0.013995116475219052  
  4127.9199   4904.0171   0.014279862052881785  
  4128.8716   4572.4082   0.014788614988748323  
  4129.8213   4884.9038   0.014307771387352747  
  4130.7715   4648.77     0.014666651413357129  
  4131.7241   4307.2764   0.01523697058801179   
  4132.6743   4014.0601   0.015783672632845382  
  4133.6274   3776.1519   0.01627328655700862   
  4134.5786   3687.5708   0.016467581303830667  
  4135.5317   3845.5071   0.016125871368485364  
  4136.4834   4441.5605   0.01500486902596574   
  4137.4351   4904.583    0.014279038210462492  
  4138.3892   4931.6748   0.014239763764816386  
  4139.3408   4804.5679   0.01442689371549595   
  4140.2954   4904.5      0.014279159033702101  
  4141.248    4929.2485   0.014243267918469986  
  4142.2031   4794.8184   0.014441553663095866  
  4143.1558   4090.7566   0.015635010603980214  
  4144.1089   3198.8503   0.01768084601323041   
  4145.0645   2973.511    0.018338559778055187  
  4146.0181   3654.2849   0.016542410678259383  
  4146.9741   4005.9297   0.015799681716184583  
  4147.9282   4494.8398   0.014915674287787017  
  4148.8848   4618.0386   0.014715371161987458  
  4149.8394   4390.6631   0.015091588079000972  
  4150.7939   4106.311    0.015605370381212177  
  4151.751    3946.0034   0.015919201225423566  
  4152.7061   3867.5078   0.016079939147049364  
  4153.6636   4072.8293   0.015669382994914504  
  4154.6191   3950.25     0.01591064219014601   
  4155.5771   3877.9324   0.01605831167639533   
  4156.5332   3947.3232   0.01591653968528486   
  4157.4893   3921.4612   0.01596893815071513   
  4158.4482   4231.0005   0.015373702110227427  
  4159.4048   4373.7837   0.015120680927527564  
  4160.3638   4776.8999   0.01446861397120217   
  4161.3213   4840.8672   0.014372701818042065  
  4162.2808   4633.1943   0.014691283629986132  
  4163.2383   4836.6602   0.014378951255795984  
  4164.1958   5070.5054   0.014043468201122759  
  4165.1562   5213.7778   0.013849169822267568  
  4166.1143   4902.1606   0.014282565764222727  
  4167.0752   4282.5464   0.015280900977803427  
  4168.0337   3950.2266   0.015910689315097766  
  4168.9946   4205.3696   0.015420480786031119  
  4169.9541   4335.8257   0.015186723724375234  
  4170.9131   4675.2788   0.014625012397765372  
  4171.875    4723.6792   0.01454989308895691   
  4172.835    4292.104    0.015263877842450401  
  4173.7969   3672.5566   0.016501208474364107  
  4174.7573   3487.3916   0.01693361343772585   
  4175.7197   4063.9282   0.015686533698593512  
  4176.6807   4016.4534   0.015778969392334287  
  4177.6411   3859.9839   0.016095603066781365  
  4178.6045   3901.8098   0.016009101289352023  
  4179.5659   4082.3247   0.015651149060835607  
  4180.5298   4214.4648   0.015403832395949018  
  4181.4917   4174.7852   0.01547686279114841   
  4182.4556   4073.9219   0.015667281639472747  
  4183.418    4252.2656   0.015335212855865189  
  4184.3823   4557.7651   0.014812352227217418  
  4185.3452   4913.4761   0.01426611025243744   
  4186.3081   5215.6558   0.013846676264066491  
  4187.2734   4850.8936   0.01435784053571807   
  4188.2368   4211.0308   0.015410111853797644  
  4189.2026   4131.2236   0.01555824654283683   
  4190.166    4619.6792   0.014712757973855593  
  4191.1323   4899.6484   0.014286226849741911  
  4192.0967   4532.7314   0.014853199276917126  
  4193.061    4620.1953   0.014711936204865248  
  4194.0278   4813.4321   0.014413603634871097  
  4194.9927   5038.8408   0.0140875244039462    
  4195.96     4565.2603   0.014800187844347373  
  4196.9253   3812.4277   0.01619568017121476   
  4197.8931   3740.4155   0.016350840270843978  
  4198.8589   3603.3635   0.01665888623858564   
  4199.8247   3824.2019   0.016170728797446635  
  4200.7935   4230.4321   0.015374734879288577  
  4201.7598   4294.9004   0.01525890789505528   
  4202.7285   4078.6172   0.01565826096317946   
  4203.6953   4050.7888   0.01571195402810409   
  4204.6646   4152.3696   0.015518580685081005  
  4205.6318   4494.0894   0.014916919507207742  
  4206.5996   4853.1904   0.014354442668748475  
  4207.5693   5196.7056   0.013871899792850221  
  4208.5376   5486.6167   0.013500432739174882  
  4209.5078   5516.1421   0.013464253423035507  
  4210.4766   5081.3237   0.014028510740107253  
  4211.4473   4803.7812   0.014428074990431045  
  4212.416    4917.4624   0.014260326728290152  
  4213.3853   5113.8594   0.013983813019932883  
  4214.3569   5024.8843   0.01410707472492729   
  4215.3262   4475.6001   0.014947699641200672  
  4216.2983   3732.3979   0.0163683925488487    
  4217.2686   4095.5898   0.015625782453179624  
  4218.2407   4965.1436   0.014191689257581104  
  4219.2114   5925.1328   0.012991250460338602  
  4220.1816   6385.8374   0.012513853660946915  
  4221.1548   6158.2744   0.012742964753485807  
  4222.126    6461.0571   0.012440797194313446  
  4223.0996   6128.0117   0.012774391062821747  
  4224.0713   5473.4746   0.013516630646045533  
  4225.0454   4931.5884   0.014239888502537872  
  4226.0171   4220.7881   0.015392289579879629  
  4226.9893   2976.2664   0.018330068977618623  
  4227.9644   2170.1995   0.021465952818353132  
  4228.937    2926.5015   0.018485262598835053  
  4229.9121   4447.8218   0.01499430395863224   
  4230.8853   5601.3613   0.013361438183072139  
  4231.8608   6096.1279   0.012807753630614168  
  4232.834    6132.2759   0.012769948827002891  
  4233.8081   5517.5059   0.013462589293989621  
  4234.7842   5200.7461   0.013866510152539816  
  4235.7583   5244.0806   0.013809098294508729  
  4236.7354   5081.2437   0.014028621173350388  
  4237.71     4739.3599   0.014525803175633588  
  4238.687    4777.4326   0.014467807298856272  
  4239.6621   5175.8491   0.013899820661424362  
  4240.6377   5451.2568   0.013544147642093801  
  4241.6152   5738.5952   0.013200707394383547  
  4242.5913   5850.1592   0.013074231111483006  
  4243.5693   5749.5674   0.013188105579375267  
  4244.5459   5817.0723   0.013111360819744284  
  4245.5244   6423.3062   0.012477302012919926  
  4246.5015   6672.0034   0.01224254955250554   
  4247.478    6617.8403   0.012292546467725601  
  4248.4575   5958.4897   0.012954835524556708  
  4249.4351   5119.5117   0.01397609133282302   
  4250.415    4818.2334   0.014406420370987216  
  4251.3926   4517.0034   0.01487903588749833   
  4252.373    4616.7529   0.014717420030108572  
  4253.3511   5224.0586   0.013835535723260095  
  4254.332    5282.4082   0.013758909712837417  
  4255.3105   4731.1157   0.01453845362749319   
  4256.2896   4658.4697   0.01465137426674483   
  4257.271    5427.1973   0.013574135962872642  
  4258.2505   6146.1572   0.012755519998798811  
  4259.2324   5964.125    0.012948713785187827  
  4260.2124   5185.3828   0.013887036871702653  
  4261.1948   4401.2734   0.015073386199180808  
  4262.1748   4173.4653   0.01547930995374022   
  4263.1558   5023.7329   0.014108691247499536  
  4264.1387   6217.4233   0.012682205373686162  
  4265.1196   6563.8076   0.012343038362447907  
  4266.103    6634.1479   0.012277428831231103  
  4267.0845   6838.8262   0.012092308449250163  
  4268.0684   6716.9131   0.01220155368734165   
  4269.0503   5940.2324   0.01297472858977694   
  4270.0322   5408.5044   0.013597573227698117  
  4271.0171   5214.0884   0.013848757322912082  
  4271.9995   4231.9858   0.015371912336916708  
  4272.9849   3243.6665   0.017558277244628953  
  4273.9678   3798.105    0.016226188489603575  
  4274.9531   4211.9805   0.015408374451608876  
  4275.937    4254.3115   0.01533152505763172   
  4276.9204   4859.4355   0.014345215902572456  
  4277.9067   5759.8457   0.013176333403640834  
  4278.8906   6319.0176   0.012579842898162427  
  4279.8774   6276.4419   0.01262243792268731   
  4280.8623   5848.9111   0.01307562599312352   
  4281.8491   5164.2109   0.013915474345681418  
  4282.8345   5258.4106   0.013790269470155984  
  4283.8193   5702.4717   0.013242452709002104  
  4284.8076   5894.249    0.013025240794931241  
  4285.793    5709.3364   0.013234489190955259  
  4286.7812   5288.7573   0.013750648516288003  
  4287.7676   5361.8022   0.013656663411517889  
  4288.7563   5633.1787   0.013323650616918504  
  4289.7432   5172.6675   0.013904094749333799  
  4290.73     4395.2002   0.015083796656431786  
  4291.7192   4414.1406   0.015051400739113353  
  4292.7065   4737.6104   0.01452848496506239   
  4293.6963   5661.0552   0.013290805581799483  
  4294.6841   5576.3442   0.013391376289469745  
  4295.6743   5302.2827   0.013733099303258868  
  4296.6626   5354.584    0.013665865184139632  
  4297.6514   5200.1343   0.013867325831608187  
  4298.6421   4883.5234   0.014309793395902087  
  4299.6313   4267.0229   0.015308671828484458  
  4300.6226   3472.3923   0.016970147134299028  
  4301.6118   3322.3276   0.017349172811411614  
  4302.604    3754.96     0.0163191427917814    
  4303.5938   3960.6497   0.015889739727262403  
  4304.5835   3947.1389   0.015916911268866952  
  4305.5762   3819.1082   0.016181508983630796  
  4306.5669   3900.6553   0.016011470268231888  
  4307.5601   3710.4717   0.016416683983695193  
  4308.5508   3096.314    0.01797121755922264   
  4309.5444   2680.9617   0.019313220333266972  
  4310.5356   3114.6721   0.017918177467740597  
  4311.5273   3450.3091   0.017024367989916335  
  4312.5215   3657.1033   0.016536035124632358  
  4313.5137   4342.7739   0.015174569898649924  
  4314.5083   5030.0288   0.014099858820738009  
  4315.501    5202.145    0.013864645617305865  
  4316.4961   6489.6113   0.012413397353527145  
